ui_id,ui_key,symbol,current_text,target_text_th,translation_status,scope_class,current_language,ui_areas,usage_count,definition_kind,source_file,source_line,line_count,control_codes,has_placeholders,width_constraint_status,visual_qa_status,translator_note
UI0234,global:gText_Item,gText_Item,ITEM,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,199,1,,no,pending_usage_to_window_mapping,pending,
UI0235,global:gText_ItemFinderNearby,gText_ItemFinderNearby,"Huh?
The ITEMFINDER's responding!\pThere's an item buried around here!{PAUSE_UNTIL_PRESS}",,pending,system_message,english,BAG,1,c_u8,src/strings.c,244,2,\p;{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0236,global:gText_ItemFinderNothing,gText_ItemFinderNothing,"… … … …Nope!
There's no response.{PAUSE_UNTIL_PRESS}",,pending,system_message,english,BAG,1,c_u8,src/strings.c,246,2,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0237,global:gText_ItemFinderOnTop,gText_ItemFinderOnTop,"Oh!
The ITEMFINDER's shaking wildly!{PAUSE_UNTIL_PRESS}",,pending,system_message,english,BAG,1,c_u8,src/strings.c,245,2,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0238,global:gText_ItemIsNowHeld,gText_ItemIsNowHeld,{DYNAMIC 0} is now held.,,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,900,1,{DYNAMIC 0},yes,pending_usage_to_window_mapping,pending,
UI0239,global:gText_ItemStorage,gText_ItemStorage,ITEM STORAGE,,pending,core_ui_label,english,PC_STORAGE,1,c_u8,src/strings.c,587,1,,no,pending_usage_to_window_mapping,pending,
UI0240,global:gText_ItemThrownAway,gText_ItemThrownAway,"The {STR_VAR_1}
was thrown away.{PAUSE_UNTIL_PRESS}",,pending,system_message,english,PARTY_MENU,1,c_u8,src/strings.c,430,2,{PAUSE_UNTIL_PRESS};{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,
UI0241,global:gText_Jam,gText_Jam,JAM,,pending,core_ui_label,english,SUMMARY,1,c_u8,src/strings.c,510,1,,no,pending_usage_to_window_mapping,pending,
UI0242,global:gText_JumpToWhichBox,gText_JumpToWhichBox,Jump to which BOX?,,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,878,1,,no,pending_usage_to_window_mapping,pending,
UI0243,global:gText_JustOnePkmn,gText_JustOnePkmn,There is just one POKéMON with you.,,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,952,1,,no,pending_usage_to_window_mapping,pending,
UI0244,global:gText_Learned,gText_Learned,LEARNED,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,467,1,,no,pending_usage_to_window_mapping,pending,
UI0245,global:gText_LevelSymbol,gText_LevelSymbol,{LV},,not_applicable,technical_not_translatable,nonlinguistic,PARTY_MENU;SUMMARY,2,c_u8,src/strings.c,214,1,{LV},yes,pending_usage_to_window_mapping,pending,
UI0246,global:gText_LinkStandby,gText_LinkStandby,{PAUSE 16}Link standby…,,pending,system_message,english,BATTLE_UI,1,c_u8,src/battle_message.c,1274,1,{PAUSE 16},yes,pending_usage_to_window_mapping,pending,
UI0247,global:gText_ListByBodyColor,gText_ListByBodyColor,"List by body color.
Spotted POKéMON only.",,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,129,2,,no,pending_usage_to_window_mapping,pending,
UI0248,global:gText_ListByFirstLetter,gText_ListByFirstLetter,"List by the first letter in the name.
Spotted POKéMON only.",,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,128,2,,no,pending_usage_to_window_mapping,pending,
UI0249,global:gText_ListByType,gText_ListByType,"List by type.
Owned POKéMON only.",,pending,core_ui_prompt,english,POKEDEX,2,c_u8,src/strings.c,130,2,,no,pending_usage_to_window_mapping,pending,
UI0250,global:gText_Mail,gText_Mail,MAIL,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,200,1,,no,pending_usage_to_window_mapping,pending,
UI0251,global:gText_MailCantBeStored,gText_MailCantBeStored,MAIL can't be stored!,,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,902,1,,no,pending_usage_to_window_mapping,pending,
UI0252,global:gText_MailMessageWillBeLost,gText_MailMessageWillBeLost,"If the MAIL is removed, the
message will be lost. Okay?",,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,393,2,,no,pending_usage_to_window_mapping,pending,
UI0253,global:gText_MailSentToPC,gText_MailSentToPC,The MAIL was sent to your PC.{PAUSE_UNTIL_PRESS},,pending,system_message,english,PARTY_MENU,1,c_u8,src/strings.c,391,1,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0254,global:gText_MailTakenFromPkmn,gText_MailTakenFromPkmn,"MAIL was taken from the
POKéMON.{PAUSE_UNTIL_PRESS}",,pending,system_message,english,PARTY_MENU,1,c_u8,src/strings.c,399,2,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0255,global:gText_MailToBagMessageErased,gText_MailToBagMessageErased,"The MAIL was returned to the BAG
with its message erased.{PAUSE_UNTIL_PRESS}",,pending,system_message,english,PC_STORAGE,1,c_u8,src/strings.c,606,2,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0256,global:gText_MailTransferredFromMailbox,gText_MailTransferredFromMailbox,"MAIL was transferred from
the MAILBOX.{PAUSE_UNTIL_PRESS}",,pending,system_message,english,PARTY_MENU,1,c_u8,src/strings.c,402,2,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0257,global:gText_Mailbox,gText_Mailbox,MAILBOX,,pending,core_ui_label,english,PC_STORAGE,3,c_u8,src/strings.c,588,1,,no,pending_usage_to_window_mapping,pending,
UI0258,global:gText_MainMenuContinue,gText_MainMenuContinue,CONTINUE,เล่นต่อ,proof_passed,core_ui_label,english,MAIN_MENU,3,c_u8,src/strings.c,25,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0259,global:gText_MainMenuMysteryEvents,gText_MainMenuMysteryEvents,MYSTERY EVENTS,อีเวนต์ลึกลับ,translated_pending_qa,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,29,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked."
UI0260,global:gText_MainMenuMysteryGift,gText_MainMenuMysteryGift,MYSTERY GIFT,ของขวัญลึกลับ,translated_pending_qa,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,27,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked."
UI0261,global:gText_MainMenuMysteryGift2,gText_MainMenuMysteryGift2,MYSTERY GIFT,ของขวัญลึกลับ,translated_pending_qa,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,28,1,,no,pass,pending,"Phase 5 Batch 1 pilot label. Source geometry, shaping, and width checked."
UI0262,global:gText_MainMenuNewGame,gText_MainMenuNewGame,เริ่มเกมส์,เริ่มเกม,proof_passed,core_ui_label,thai,MAIN_MENU,4,c_u8,src/strings.c,24,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0263,global:gText_MainMenuOption,gText_MainMenuOption,OPTION,ตั้งค่า,proof_passed,core_ui_label,english,MAIN_MENU,4,c_u8,src/strings.c,26,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0264,global:gText_MaleSymbol,gText_MaleSymbol,♂,,not_applicable,technical_not_translatable,nonlinguistic,MAIN_MENU;PARTY_MENU;SUMMARY,3,c_u8,src/strings.c,212,1,,no,pending_usage_to_window_mapping,pending,
UI0265,global:gText_MarkYourPkmn,gText_MarkYourPkmn,Mark your POKéMON.,,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,885,1,,no,pending_usage_to_window_mapping,pending,
UI0266,global:gText_MenuBag,gText_MenuBag,BAG,กระเป๋า,proof_passed,core_ui_label,english,START_SAVE,2,c_u8,src/strings.c,1565,1,,no,pass,proof_passed,Runtime screenshot reviewed: rendering and translation passed.
UI0267,global:gText_MenuExit,gText_MenuExit,EXIT,ออก,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1570,1,,no,pass,proof_passed,Runtime screenshot reviewed: rendering and translation passed.
UI0268,global:gText_MenuOption,gText_MenuOption,OPTION,ตั้งค่า,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1569,1,,no,pass,proof_passed,Runtime screenshot reviewed: rendering and translation passed.
UI0269,global:gText_MenuPlayer,gText_MenuPlayer,{PLAYER},,not_applicable,technical_not_translatable,nonlinguistic,START_SAVE,2,c_u8,src/strings.c,1567,1,{PLAYER},yes,pending_usage_to_window_mapping,pending,
UI0270,global:gText_MenuPokedex,gText_MenuPokedex,POKéDEX,โปเกเด็กซ์,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1563,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0271,global:gText_MenuPokemon,gText_MenuPokemon,POKéMON,โปเกมอน,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1564,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0272,global:gText_MenuPokenav,gText_MenuPokenav,POKéNAV,โปเกนาวี,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1566,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0273,global:gText_MenuRest,gText_MenuRest,REST,พัก,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1572,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0274,global:gText_MenuRetire,gText_MenuRetire,RETIRE,ถอนตัว,proof_passed,core_ui_label,english,START_SAVE,2,c_u8,src/strings.c,1571,1,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0275,global:gText_MenuSave,gText_MenuSave,SAVE,บันทึก,proof_passed,core_ui_label,english,START_SAVE,1,c_u8,src/strings.c,1568,1,,no,pass,proof_passed,Runtime screenshot reviewed: rendering and translation passed.
UI0276,global:gText_MessageWillBeLost,gText_MessageWillBeLost,"The message will be lost.
Is that okay?",,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,604,2,,no,pending_usage_to_window_mapping,pending,
UI0277,global:gText_MoveInterfacePP,gText_MoveInterfacePP,PP\x20,,pending,core_ui_label,english,BATTLE_UI,1,c_u8,src/battle_message.c,1277,1,,no,pending_usage_to_window_mapping,pending,
UI0278,global:gText_MoveInterfaceType,gText_MoveInterfaceType,TYPE/,,pending,core_ui_label,english,BATTLE_UI,1,c_u8,src/battle_message.c,1278,1,,no,pending_usage_to_window_mapping,pending,
UI0279,global:gText_MoveItems,gText_MoveItems,MOVE ITEMS,,pending,core_ui_label,english,PC_STORAGE,1,c_u8,src/strings.c,945,1,,no,pending_usage_to_window_mapping,pending,
UI0280,global:gText_MoveItemsDescription,gText_MoveItemsDescription,"Move items held by any POKéMON
in a BOX or your party.",,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,950,2,,no,pending_usage_to_window_mapping,pending,
UI0281,global:gText_MoveMonDescription,gText_MoveMonDescription,"Organize the POKéMON in BOXES and
in your party.",,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,949,2,,no,pending_usage_to_window_mapping,pending,
UI0282,global:gText_MoveNotLearned,gText_MoveNotLearned,"{STR_VAR_1} did not learn the
move {STR_VAR_2}.{PAUSE_UNTIL_PRESS}",,pending,system_message,english,PARTY_MENU,1,c_u8,src/strings.c,408,2,{PAUSE_UNTIL_PRESS};{STR_VAR_1};{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,
UI0283,global:gText_MoveOkBack,gText_MoveOkBack,{DPAD_NONE}MOVE  {A_BUTTON}OK  {B_BUTTON}BACK,{DPAD_NONE}เลื่อน  {A_BUTTON}ตกลง  {B_BUTTON}กลับ,proof_passed,core_ui_label,english,MAIN_MENU,1,c_u8,src/strings.c,1646,1,{A_BUTTON};{B_BUTTON};{DPAD_NONE},yes,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0284,global:gText_MovePokemon,gText_MovePokemon,MOVE POKéMON,,pending,core_ui_label,english,PC_STORAGE,1,c_u8,src/strings.c,944,1,,no,pending_usage_to_window_mapping,pending,
UI0285,global:gText_MoveRelearnerAndPoof,gText_MoveRelearnerAndPoof,"{PAUSE 32}1, {PAUSE 15}2, and {PAUSE 15}… {PAUSE 15}… {PAUSE 15}… {PAUSE 15}{PLAY_SE SE_BALL_BOUNCE_1}Poof!\p",,pending,system_message,english,MOVE_UI,1,c_u8,src/strings.c,1862,1,\p;{PAUSE 15};{PAUSE 32};{PLAY_SE SE_BALL_BOUNCE_1},yes,pending_usage_to_window_mapping,pending,
UI0286,global:gText_MoveRelearnerGiveUp,gText_MoveRelearnerGiveUp,"Give up trying to teach a new
move to {STR_VAR_1}?",,pending,core_ui_prompt,english,MOVE_UI,1,c_u8,src/strings.c,1865,2,{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,
UI0287,global:gText_MoveRelearnerPkmnForgotMoveAndLearnedNew,gText_MoveRelearnerPkmnForgotMoveAndLearnedNew,{STR_VAR_1} forgot {STR_VAR_3}.\pAnd…\p{STR_VAR_1} learned {STR_VAR_2}.,,pending,system_message,english,MOVE_UI,1,c_u8,src/strings.c,1863,1,\p;{STR_VAR_1};{STR_VAR_2};{STR_VAR_3},yes,pending_usage_to_window_mapping,pending,
UI0288,global:gText_MoveRelearnerPkmnLearnedMove,gText_MoveRelearnerPkmnLearnedMove,"{STR_VAR_1} learned
{STR_VAR_2}!",,pending,core_ui_prompt,english,MOVE_UI,1,c_u8,src/strings.c,1859,2,{STR_VAR_1};{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,
UI0289,global:gText_MoveRelearnerPkmnTryingToLearnMove,gText_MoveRelearnerPkmnTryingToLearnMove,"{STR_VAR_1} is trying to learn
{STR_VAR_2}.\pBut {STR_VAR_1} can't learn more
than four moves.\pDelete an older move to make
room for {STR_VAR_2}?",,pending,system_message,english,MOVE_UI,1,c_u8,src/strings.c,1860,4,\p;{STR_VAR_1};{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,
UI0290,global:gText_MoveRelearnerStopTryingToTeachMove,gText_MoveRelearnerStopTryingToTeachMove,"Stop trying to teach
{STR_VAR_2}?",,pending,core_ui_prompt,english,MOVE_UI,1,c_u8,src/strings.c,1861,2,{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,
UI0291,global:gText_MoveRelearnerTeachMoveConfirm,gText_MoveRelearnerTeachMoveConfirm,Teach {STR_VAR_2}?,,pending,core_ui_prompt,english,MOVE_UI,1,c_u8,src/strings.c,1858,1,{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,
UI0292,global:gText_MoveRelearnerWhichMoveToForget,gText_MoveRelearnerWhichMoveToForget,"Which move should be
forgotten?\p",,pending,system_message,english,MOVE_UI,1,c_u8,src/strings.c,1866,2,\p,yes,pending_usage_to_window_mapping,pending,
UI0293,global:gText_MoveToBag,gText_MoveToBag,MOVE TO BAG,,pending,core_ui_label,english,PC_STORAGE,1,c_u8,src/strings.c,600,1,,no,pending_usage_to_window_mapping,pending,
UI0294,global:gText_MoveToWhere,gText_MoveToWhere,Move to where?,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,433,1,,no,pending_usage_to_window_mapping,pending,
UI0295,global:gText_MoveVar1Where,gText_MoveVar1Where,"Move the
{STR_VAR_1}
where?",,pending,core_ui_prompt,english,BAG;PC_STORAGE,2,c_u8,src/strings.c,231,3,{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,
UI0296,global:gText_MovesPPIncreased,gText_MovesPPIncreased,{STR_VAR_1}'s PP increased.{PAUSE_UNTIL_PRESS},,pending,system_message,english,PARTY_MENU,1,c_u8,src/strings.c,421,1,{PAUSE_UNTIL_PRESS};{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,
UI0297,global:gText_MysteryEventsCantUse,gText_MysteryEventsCantUse,"MYSTERY EVENTS can't be used while
the Wireless Adapter is attached.","ใช้อีเวนต์ลึกลับไม่ได้
ขณะต่ออะแดปเตอร์ไร้สาย",proof_passed,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/strings.c,32,2,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0298,global:gText_MysteryGiftCantUse,gText_MysteryGiftCantUse,"MYSTERY GIFT can't be used while
the Wireless Adapter is attached.","ใช้ของขวัญลึกลับไม่ได้
ขณะต่ออะแดปเตอร์ไร้สาย",proof_passed,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/strings.c,31,2,,no,pass,proof_passed,Runtime QA gallery reviewed and accepted.
UI0299,global:gText_NamingScreenKeyboard_01234,gText_NamingScreenKeyboard_01234,{CLEAR 11}0{CLEAR 16}1{CLEAR 16}2{CLEAR 16}3{CLEAR 16}4{CLEAR 16}\x20,,not_applicable,technical_not_translatable,nonlinguistic,MAIN_MENU,1,c_u8,src/text_input_strings.c,18,1,{CLEAR 11};{CLEAR 16},yes,pending_usage_to_window_mapping,pending,
UI0300,global:gText_NamingScreenKeyboard_56789,gText_NamingScreenKeyboard_56789,{CLEAR 11}5{CLEAR 16}6{CLEAR 16}7{CLEAR 16}8{CLEAR 16}9{CLEAR 16}\x20,,not_applicable,technical_not_translatable,nonlinguistic,MAIN_MENU,1,c_u8,src/text_input_strings.c,19,1,{CLEAR 11};{CLEAR 16},yes,pending_usage_to_window_mapping,pending,
UI0301,global:gText_NamingScreenKeyboard_ABCDEF,gText_NamingScreenKeyboard_ABCDEF,{CLEAR 11}A{CLEAR 6}B{CLEAR 6}C{CLEAR 26}D{CLEAR 6}E{CLEAR 6}F{CLEAR 6} {CLEAR 30}.,,pending,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,14,1,{CLEAR 11};{CLEAR 26};{CLEAR 30};{CLEAR 6},yes,pending_usage_to_window_mapping,pending,
UI0302,global:gText_NamingScreenKeyboard_GHIJKL,gText_NamingScreenKeyboard_GHIJKL,"{CLEAR 11}G{CLEAR 6}H{CLEAR 6}I{CLEAR 26}J{CLEAR 6}K{CLEAR 6}L{CLEAR 6} {CLEAR 30},",,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,15,1,{CLEAR 11};{CLEAR 26};{CLEAR 30};{CLEAR 6},yes,pending_usage_to_window_mapping,pending,
UI0303,global:gText_NamingScreenKeyboard_MNOPQRS,gText_NamingScreenKeyboard_MNOPQRS,{CLEAR 11}M{CLEAR 6}N{CLEAR 6}O{CLEAR 26}P{CLEAR 6}Q{CLEAR 6}R{CLEAR 6}S{CLEAR 26}\x20,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,16,1,{CLEAR 11};{CLEAR 26};{CLEAR 6},yes,pending_usage_to_window_mapping,pending,
UI0304,global:gText_NamingScreenKeyboard_Symbols1,gText_NamingScreenKeyboard_Symbols1,{CLEAR 12}!{CLEAR 17}?{CLEAR 16}♂{CLEAR 16}♀{CLEAR 16}/{CLEAR 17}-,,not_applicable,technical_not_translatable,nonlinguistic,MAIN_MENU,1,c_u8,src/text_input_strings.c,20,1,{CLEAR 12};{CLEAR 16};{CLEAR 17},yes,pending_usage_to_window_mapping,pending,
UI0305,global:gText_NamingScreenKeyboard_Symbols2,gText_NamingScreenKeyboard_Symbols2,{CLEAR 11}…{CLEAR 16}“{CLEAR 16}”{CLEAR 18}‘{CLEAR 19}'{CLEAR 18}\x20,,not_applicable,technical_not_translatable,nonlinguistic,MAIN_MENU,1,c_u8,src/text_input_strings.c,21,1,{CLEAR 11};{CLEAR 16};{CLEAR 18};{CLEAR 19},yes,pending_usage_to_window_mapping,pending,
UI0306,global:gText_NamingScreenKeyboard_TUVWXYZ,gText_NamingScreenKeyboard_TUVWXYZ,{CLEAR 11}T{CLEAR 6}U{CLEAR 6}V{CLEAR 26}W{CLEAR 6}X{CLEAR 6}Y{CLEAR 6}Z{CLEAR 26}\x20,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,17,1,{CLEAR 11};{CLEAR 26};{CLEAR 6},yes,pending_usage_to_window_mapping,pending,
UI0307,global:gText_NamingScreenKeyboard_abcdef,gText_NamingScreenKeyboard_abcdef,{CLEAR 11}a{CLEAR 6}b{CLEAR 6}c{CLEAR 26}d{CLEAR 6}e{CLEAR 6}f{CLEAR 6} {CLEAR 30}.,,pending,core_ui_prompt,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,10,1,{CLEAR 11};{CLEAR 26};{CLEAR 30};{CLEAR 6},yes,pending_usage_to_window_mapping,pending,
UI0308,global:gText_NamingScreenKeyboard_ghijkl,gText_NamingScreenKeyboard_ghijkl,"{CLEAR 11}g{CLEAR 6}h{CLEAR 7}i{CLEAR 27}j{CLEAR 7}k{CLEAR 7}l{CLEAR 7} {CLEAR 30},",,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,11,1,{CLEAR 11};{CLEAR 27};{CLEAR 30};{CLEAR 6};{CLEAR 7},yes,pending_usage_to_window_mapping,pending,
UI0309,global:gText_NamingScreenKeyboard_mnopqrs,gText_NamingScreenKeyboard_mnopqrs,{CLEAR 11}m{CLEAR 6}n{CLEAR 6}o{CLEAR 26}p{CLEAR 6}q{CLEAR 7}r{CLEAR 6}s{CLEAR 27}\x20,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,12,1,{CLEAR 11};{CLEAR 26};{CLEAR 27};{CLEAR 6};{CLEAR 7},yes,pending_usage_to_window_mapping,pending,
UI0310,global:gText_NamingScreenKeyboard_tuvwxyz,gText_NamingScreenKeyboard_tuvwxyz,{CLEAR 11}t{CLEAR 6}u{CLEAR 6}v{CLEAR 26}w{CLEAR 6}x{CLEAR 6}y{CLEAR 6}z{CLEAR 26}\x20,,pending,core_ui_label,english,MAIN_MENU,1,c_u8,src/text_input_strings.c,13,1,{CLEAR 11};{CLEAR 26};{CLEAR 6},yes,pending_usage_to_window_mapping,pending,
UI0311,global:gText_NextLv,gText_NextLv,NEXT LV.,,pending,core_ui_prompt,english,SUMMARY,1,c_u8,src/strings.c,513,1,,no,pending_usage_to_window_mapping,pending,
UI0312,global:gText_NoEntry,gText_NoEntry,NO ENTRY,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,373,1,,no,pending_usage_to_window_mapping,pending,
UI0313,global:gText_NoIdenticalHoldItems,gText_NoIdenticalHoldItems,No identical hold items.,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,450,1,,no,pending_usage_to_window_mapping,pending,
UI0314,global:gText_NoItems,gText_NoItems,There are no items.{PAUSE_UNTIL_PRESS},,pending,system_message,english,PC_STORAGE,2,c_u8,src/strings.c,595,1,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0315,global:gText_NoMailHere,gText_NoMailHere,There's no MAIL here.{PAUSE_UNTIL_PRESS},,pending,system_message,english,PC_STORAGE,2,c_u8,src/strings.c,602,1,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0316,global:gText_NoMatchingPkmnWereFound,gText_NoMatchingPkmnWereFound,No matching POKéMON were found.,,pending,core_ui_prompt,english,POKEDEX,1,c_u8,src/strings.c,122,1,,no,pending_usage_to_window_mapping,pending,
UI0317,global:gText_NoMoreRoomForThis,gText_NoMoreRoomForThis,"You have no more room for this
item.{PAUSE_UNTIL_PRESS}",,pending,system_message,english,SHOP,1,c_u8,src/strings.c,357,2,{PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,
UI0318,global:gText_NoMoreThanVar1Pkmn,gText_NoMoreThanVar1Pkmn,"No more than {STR_VAR_1} POKéMON
may enter.{PAUSE_UNTIL_PRESS}",,pending,system_message,english,PARTY_MENU,1,c_u8,src/strings.c,389,2,{PAUSE_UNTIL_PRESS};{STR_VAR_1},yes,pending_usage_to_window_mapping,pending,
UI0319,global:gText_NoPokemon,gText_NoPokemon,"There is no
POKéMON.",,pending,core_ui_prompt,english,BAG;PC_STORAGE,2,c_u8,src/strings.c,230,2,,no,pending_usage_to_window_mapping,pending,
UI0320,global:gText_NoPokemonForBattle,gText_NoPokemonForBattle,No POKéMON for battle!,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,445,1,,no,pending_usage_to_window_mapping,pending,
UI0321,global:gText_NoRoomForItems,gText_NoRoomForItems,"There's no room to
store items.",,pending,core_ui_prompt,english,BAG,1,c_u8,src/strings.c,236,2,,no,pending_usage_to_window_mapping,pending,
UI0322,global:gText_NoRoomInBag,gText_NoRoomInBag,"There is no more
room in the BAG.",,pending,core_ui_prompt,english,PC_STORAGE,1,c_u8,src/strings.c,596,2,,no,pending_usage_to_window_mapping,pending,
UI0323,global:gText_NoUse,gText_NoUse,No use.,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,458,1,,no,pending_usage_to_window_mapping,pending,
UI0324,global:gText_None,gText_None,NONE,,pending,core_ui_label,english,SUMMARY,2,c_u8,src/strings.c,204,1,,no,pending_usage_to_window_mapping,pending,
UI0325,global:gText_NotAble,gText_NotAble,NOT ABLE,,pending,core_ui_label,english,PARTY_MENU,1,c_u8,src/strings.c,464,1,,no,pending_usage_to_window_mapping,pending,
UI0326,global:gText_NotAble2,gText_NotAble2,NOT ABLE!,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,466,1,,no,pending_usage_to_window_mapping,pending,
UI0327,global:gText_NotEnoughHp,gText_NotEnoughHp,Not enough HP…,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,447,1,,no,pending_usage_to_window_mapping,pending,
UI0328,global:gText_NotPkmnOtherTrainerWants,gText_NotPkmnOtherTrainerWants,"That isn't the type of POKéMON
that the other TRAINER wants.",,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,493,2,,no,pending_usage_to_window_mapping,pending,
UI0329,global:gText_NothingToCut,gText_NothingToCut,There's nothing to CUT.,,pending,core_ui_prompt,english,PARTY_MENU,1,c_u8,src/strings.c,438,1,,no,pending_usage_to_window_mapping,pending,
UI0330,global:gText_NumberClear01,gText_NumberClear01,{NO}{CLEAR 1},,not_applicable,technical_not_translatable,nonlinguistic,POKEDEX;SUMMARY,2,c_u8,src/strings.c,215,1,{CLEAR 1};{NO},yes,pending_usage_to_window_mapping,pending,
UI0331,global:gText_NumberIndex,gText_NumberIndex,No. {DYNAMIC 0},,pending,core_ui_prompt,english,POKENAV,1,c_u8,src/strings.c,1004,1,{DYNAMIC 0},yes,pending_usage_to_window_mapping,pending,
UI0332,global:gText_NumberItem_HM,gText_NumberItem_HM,{CLEAR_TO 17}{STR_VAR_1}{CLEAR 5}{STR_VAR_2},,not_applicable,technical_not_translatable,nonlinguistic,BAG,1,c_u8,src/strings.c,301,1,{CLEAR 5};{CLEAR_TO 17};{STR_VAR_1};{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,
UI0333,global:gText_NumberItem_TMBerry,gText_NumberItem_TMBerry,{NO}{STR_VAR_1}{CLEAR 7}{STR_VAR_2},,not_applicable,technical_not_translatable,nonlinguistic,BAG,2,c_u8,src/strings.c,300,1,{CLEAR 7};{NO};{STR_VAR_1};{STR_VAR_2},yes,pending_usage_to_window_mapping,pending,
UI0334,global:gText_NumberOfBattles,gText_NumberOfBattles,No. of battles,,pending,core_ui_label,english,POKENAV,1,c_u8,src/strings.c,972,1,,no,pending_usage_to_window_mapping,pending,
