id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,stable_target_key,battle_hold_group,canonical_decision,decision_reason,evidence_source
dlg_98dfcc7e26272284,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,39,gEasyChatWord_Escape,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Escape,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_51a5025900968052,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,40,gEasyChatWord_Aim,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Aim,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_7f174047f0a8058a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,41,gEasyChatWord_Battle,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Battle,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_81f5cf9ed90d3dfb,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,42,gEasyChatWord_Fight,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Fight,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_166d2126b322c6af,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,43,gEasyChatWord_Resuscitate,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Resuscitate,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_57721efa311f9d93,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,44,gEasyChatWord_Points,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Points,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_c83f3304a4489940,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,45,gEasyChatWord_Serious,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Serious,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_4e833f8660516b59,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,46,gEasyChatWord_GiveUp,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_GiveUp,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_3751ea3ffa428552,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,47,gEasyChatWord_Loss,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Loss,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_d96e18ccf3fea8ca,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,48,gEasyChatWord_IfILose,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_IfILose,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_455b84d7192ba755,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,49,gEasyChatWord_Lost,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Lost,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_34aa0257c9126058,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,50,gEasyChatWord_Lose,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Lose,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_dcd37c97a5f8c8f6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,51,gEasyChatWord_Guard,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Guard,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_7acd47c93fce30b2,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,52,gEasyChatWord_Partner,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Partner,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_3ff5fd1e0d2049f3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,53,gEasyChatWord_Reject,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Reject,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_938f13fd8a8ecf09,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,54,gEasyChatWord_Accept,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Accept,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_c868ad357706606c,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,55,gEasyChatWord_Invincible,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Invincible,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_93900176ec358421,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,56,gEasyChatWord_Received,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Received,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_91e66ec9c40c4fea,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,57,gEasyChatWord_Easy,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Easy,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_cde5cfa3693f07fe,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,58,gEasyChatWord_Weak,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Weak,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_1ea5b188cefea139,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,59,gEasyChatWord_TooWeak,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_TooWeak,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_7257c0c55df685e9,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,60,gEasyChatWord_Pushover,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Pushover,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_173c9c1ce5bef91a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,61,gEasyChatWord_Leader,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Leader,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_f429b8103e8d6bff,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,62,gEasyChatWord_Rule,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Rule,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_e8a7c4baa5c88abf,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,63,gEasyChatWord_Move,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Move,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h
dlg_4ef6ccff1170fdb1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/text/abilities.h,5,sBattleArmorDescription,DEFER_TO_DEDICATED_GROUP,Group 13 Abilities/Natures/Ribbons,,,src/data/text/abilities.h::sBattleArmorDescription,H,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/text/abilities.h
dlg_a388a812d08db12a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/text/gift_ribbon_descriptions.h,13,gGiftRibbonDescriptionPart1_PokemonBattleCup,DEFER_TO_DEDICATED_GROUP,Group 13 Abilities/Natures/Ribbons,,,src/data/text/gift_ribbon_descriptions.h::gGiftRibbonDescriptionPart1_PokemonBattleCup,H,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/text/gift_ribbon_descriptions.h
dlg_79b8fd65234fe0ac,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,224,sText_BattleChallenge,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleChallenge,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_f22763b640c61d26,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,257,sText_WaitForBattleMale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_WaitForBattleMale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_15b8db73e5c309aa,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,260,sText_WaitForBattleFemale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_WaitForBattleFemale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_2dda84cbcded6d0b,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,279,sText_DoneWaitingBattleMale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_DoneWaitingBattleMale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_e1e1699ffebe6aef,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,281,sText_DoneWaitingBattleFemale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_DoneWaitingBattleFemale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_39ff0d6dc0806c42,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,284,sText_BattleWillBeStarted,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleWillBeStarted,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_a2ba431e70346374,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,311,sText_BattleDeclinedMale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleDeclinedMale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_157ab1d87dd2934c,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,312,sText_BattleDeclinedFemale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleDeclinedFemale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_861ae308e615e2d9,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,359,sText_BattleSurpriseMale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleSurpriseMale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_062516b675a690a6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,363,sText_BattleSurpriseFemale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleSurpriseFemale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_cf3cf0150f4cab0f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,481,sText_ChooseLeaderMultiBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_ChooseLeaderMultiBattle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_7b1e40f4b02cd4c4,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,495,sText_ChooseLeaderBattleTowerLv50,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_ChooseLeaderBattleTowerLv50,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_da0b1129ea00602c,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,496,sText_ChooseLeaderBattleTowerOpenLv,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_ChooseLeaderBattleTowerOpenLv,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_164313e81c2881e3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,525,sText_MustHaveTwoMonsForDoubleBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_MustHaveTwoMonsForDoubleBattle,D,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,src/data/union_room.h
dlg_634246463f29abfe,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,538,sText_Battle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_Battle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_d78cd8012dc82cb9,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,545,sText_SingleBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_SingleBattle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_3b639860080d0a8f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,546,sText_DoubleBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_DoubleBattle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_5e15e8f76779fdc7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,547,sText_MultiBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_MultiBattle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_329b4dbd9dcad145,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,564,sText_BattleTowerLv50,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleTowerLv50,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
dlg_6ec7c46b016cc6a7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,565,sText_BattleTowerOpenLv,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleTowerOpenLv,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h
