id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,stable_target_key,battle_hold_group,canonical_decision,decision_reason,evidence_source,source_line_current,exact_raw,english_raw,thai,translation_status
dlg_336d733211a46dea,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2011,TVSecretBaseSecrets_Text_DeclinedBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::TVSecretBaseSecrets_Text_DeclinedBattle,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2011,"The visitor is chatting with\n{STR_VAR_1}!\pIt looks like they're going to\nhave a battle!\pAnd…\pNo, the visitor has refused!\pThere won't be a battle after all!\pDid the visitor find {STR_VAR_1}\nunappealing?$","The visitor is chatting with\n{STR_VAR_1}!\pIt looks like they're going to\nhave a battle!\pAnd…\pNo, the visitor has refused!\pThere won't be a battle after all!\pDid the visitor find {STR_VAR_1}\nunappealing?$",ผู้มาเยือนกำลังคุยกับ\n{STR_VAR_1}!\pดูเหมือนว่าจะ\nต่อสู้กันแล้ว!\pและ…\pไม่! ผู้มาเยือนปฏิเสธ!\pสุดท้ายก็ไม่ได้สู้กัน!\pหรือผู้มาเยือนไม่ถูกใจ {STR_VAR_1}\nกันนะ?$,TRANSLATED
dlg_d2a9e5f590be04e1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2035,TVSecretBaseSecrets_Text_BattledDraw,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::TVSecretBaseSecrets_Text_BattledDraw,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2035,The visitor is chatting with\n{STR_VAR_1}!\pIt looks like they're going to\nhave a battle!\pAnd…\pIt's a draw!\nNothing's resolved!\pBoth TRAINERS appear to be very\ndisappointed!$,The visitor is chatting with\n{STR_VAR_1}!\pIt looks like they're going to\nhave a battle!\pAnd…\pIt's a draw!\nNothing's resolved!\pBoth TRAINERS appear to be very\ndisappointed!$,ผู้มาเยือนกำลังคุยกับ\n{STR_VAR_1}!\pดูเหมือนว่าจะ\nต่อสู้กันแล้ว!\pและ…\pเสมอกัน!\nยังตัดสินกันไม่ได้!\pเทรนเนอร์ทั้งคู่ดู\nผิดหวังมาก!$,TRANSLATED
dlg_86abb75aca537783,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2425,gTVPokemonBattleUpdateText00,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText00,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2425,“POKéMON BATTLE UPDATE!”\pBringing you the results of POKéMON\nbattles as they come in!$,“POKéMON BATTLE UPDATE!”\pBringing you the results of POKéMON\nbattles as they come in!$,“อัปเดตโปเกมอนแบทเทิล!”\pรายงานผลการต่อสู้ของโปเกมอน\nทันทีที่ข่าวเข้ามา!$,TRANSLATED
dlg_c3ede3cf939ed93d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2430,gTVPokemonBattleUpdateText01,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText01,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2430,The TRAINERS {STR_VAR_1} and\n{STR_VAR_2} faced each other in\la {STR_VAR_3} BATTLE.\pThis match ended in victory for\n{STR_VAR_1}!$,The TRAINERS {STR_VAR_1} and\n{STR_VAR_2} faced each other in\la {STR_VAR_3} BATTLE.\pThis match ended in victory for\n{STR_VAR_1}!$,เทรนเนอร์ {STR_VAR_1} และ\n{STR_VAR_2} เผชิญหน้ากันใน\l{STR_VAR_3} แบทเทิล.\pการต่อสู้ครั้งนี้จบด้วยชัยชนะของ\n{STR_VAR_1}!$,TRANSLATED
dlg_21552c81310d98b8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2437,gTVPokemonBattleUpdateText02,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText02,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2437,"In the battle, {STR_VAR_1}'s\n{STR_VAR_2} was a formidable force\lusing {STR_VAR_3}!$","In the battle, {STR_VAR_1}'s\n{STR_VAR_2} was a formidable force\lusing {STR_VAR_3}!$",ในการต่อสู้ {STR_VAR_1} ส่ง\n{STR_VAR_2} โชว์พลังได้โดดเด่น\lใช้ {STR_VAR_3}!$,TRANSLATED
dlg_a4ee87ef001f69b8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2442,gTVPokemonBattleUpdateText03,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText03,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2442,{STR_VAR_1}'s {STR_VAR_2} had a weak\nshowing that really hurt.$,{STR_VAR_1}'s {STR_VAR_2} had a weak\nshowing that really hurt.$,{STR_VAR_1} ส่ง {STR_VAR_2}\nแต่ผลงานไม่ดีจนเสียเปรียบ.$,TRANSLATED
dlg_0f59a1faeaebe8bc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2446,gTVPokemonBattleUpdateText04,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText04,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2446,"Congratulations on your victory,\n{STR_VAR_1}!\pAnd for the defeated {STR_VAR_2},\nwe hope for a better result next time!\pThis concludes this episode of\n“POKéMON BATTLE UPDATE!”$","Congratulations on your victory,\n{STR_VAR_1}!\pAnd for the defeated {STR_VAR_2},\nwe hope for a better result next time!\pThis concludes this episode of\n“POKéMON BATTLE UPDATE!”$",ยินดีกับชัยชนะของ\n{STR_VAR_1}!\pส่วน {STR_VAR_2} ที่พ่ายแพ้\nขอให้คราวหน้าทำได้ดีกว่านี้!\pจบรายการ\n“อัปเดตโปเกมอนแบทเทิล!”$,TRANSLATED
dlg_c4e6d13312f78a33,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2454,gTVPokemonBattleUpdateText05,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText05,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2454,The teams of TRAINERS {STR_VAR_1} and\n{STR_VAR_2} met in a MULTI BATTLE.\pThis match ended in victory for\n{STR_VAR_1}'s team.$,The teams of TRAINERS {STR_VAR_1} and\n{STR_VAR_2} met in a MULTI BATTLE.\pThis match ended in victory for\n{STR_VAR_1}'s team.$,ทีมของเทรนเนอร์ {STR_VAR_1} และ\n{STR_VAR_2} พบกันในมัลติแบทเทิล.\pการต่อสู้จบด้วยชัยชนะของ\nทีม {STR_VAR_1}.$,TRANSLATED
dlg_051df0ad49473c3b,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2460,gTVPokemonBattleUpdateText06,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText06,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2460,"In the battle, the {STR_VAR_2} on\n{STR_VAR_1}'s team was a formidable\lforce using {STR_VAR_3}.$","In the battle, the {STR_VAR_2} on\n{STR_VAR_1}'s team was a formidable\lforce using {STR_VAR_3}.$",ในการต่อสู้ {STR_VAR_2} ของทีม\n{STR_VAR_1} โชว์พลังได้โดดเด่น\lด้วยท่า {STR_VAR_3}.$,TRANSLATED
dlg_3708d574e4a51ab2,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2465,gTVPokemonBattleUpdateText07,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::gTVPokemonBattleUpdateText07,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2465,"The weak showing by the {STR_VAR_3}\non {STR_VAR_2}'s team really hurt.\pCongratulations on your team's\nvictory, {STR_VAR_1}!\pAs for the defeated {STR_VAR_2}'s team,\nwe hope for a better result next time!\pThis concludes this episode of\n“POKéMON BATTLE UPDATE!”$","The weak showing by the {STR_VAR_3}\non {STR_VAR_2}'s team really hurt.\pCongratulations on your team's\nvictory, {STR_VAR_1}!\pAs for the defeated {STR_VAR_2}'s team,\nwe hope for a better result next time!\pThis concludes this episode of\n“POKéMON BATTLE UPDATE!”$",{STR_VAR_3} ของทีม\n{STR_VAR_2} พลาดจนเสียเปรียบ.\pยินดีกับชัยชนะของทีม\n{STR_VAR_1}!\pส่วนทีม {STR_VAR_2} ที่พ่ายแพ้\nขอให้คราวหน้าทำได้ดีกว่านี้!\pจบรายการ\n“อัปเดตโปเกมอนแบทเทิล!”$,TRANSLATED
dlg_bda671e69a2df388,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2475,GabbyAndTy_Text_GabbyPreFirstBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::GabbyAndTy_Text_GabbyPreFirstBattle,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2475,"GABBY: Oh! We've just spotted a tough-\nlooking TRAINER here of all places!\pOkay, roll camera!\nLet's get this interview.$","GABBY: Oh! We've just spotted a tough-\nlooking TRAINER here of all places!\pOkay, roll camera!\nLet's get this interview.$",GABBY: โอ้! เราเจอเทรนเนอร์\nท่าทางเก่งอยู่ตรงนี้พอดี!\pโอเค เดินกล้อง!\nมาเริ่มสัมภาษณ์กันเลย.$,TRANSLATED
dlg_2af98aca18c34df2,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2582,GabbyAndTy_Text_TyPreFirstBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::GabbyAndTy_Text_TyPreFirstBattle,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2582,"TY: Hey, lookie here! A tough-looking\nTRAINER here, of all places!\lCamera's rolling!$","TY: Hey, lookie here! A tough-looking\nTRAINER here, of all places!\lCamera's rolling!$",TY: เฮ้ ดูนี่สิ! เทรนเนอร์เก่ง ๆ\nอยู่ตรงนี้พอดี!\lกล้องกำลังถ่ายแล้ว!$,TRANSLATED
dlg_0aefe8222ef83f7e,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,data/text/tv.inc,2593,GabbyAndTy_Text_TyPostBattle,GROUP7_SELECTED,,DEFER_NONFACILITY_BATTLE,Not explicit Battle Frontier/Battle Tent facility content; keep for later dedicated HOLD handling,data/text/tv.inc::GabbyAndTy_Text_TyPostBattle,C,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,data/text/tv.inc,2593,TY: You're a natural!\nGot me some prime footage right here!$,TY: You're a natural!\nGot me some prime footage right here!$,TY: คุณมีพรสวรรค์จริง ๆ!\nได้ภาพเด็ดมาเต็ม ๆ เลย!$,TRANSLATED
dlg_568a94dc3b261e8a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,1,gEasyChatWord_MatchUp,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_MatchUp,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,1,MATCH UP,MATCH UP,ประมือ,TRANSLATED
dlg_ab54fecf8fb8e112,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,2,gEasyChatWord_Go,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Go,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,2,GO,GO,ลุย,TRANSLATED
dlg_be4baf046d069769,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,3,gEasyChatWord_No1,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_No1,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,3,NO. 1,NO. 1,อันดับ 1,TRANSLATED
dlg_4a56907b38b10e6d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,4,gEasyChatWord_Decide,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Decide,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,4,DECIDE,DECIDE,ตัดสิน,TRANSLATED
dlg_a17ae94384776ed8,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,5,gEasyChatWord_LetMeWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_LetMeWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,5,LET ME WIN,LET ME WIN,ให้ฉันชนะ,TRANSLATED
dlg_6c56c2a8ed30238a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,6,gEasyChatWord_Wins,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Wins,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,6,WINS,WINS,ชนะ,TRANSLATED
dlg_f44d224e852f6f6f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,7,gEasyChatWord_Win,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Win,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,7,WIN,WIN,ชนะ,TRANSLATED
dlg_a32d98117bf2c26b,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,8,gEasyChatWord_Won,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Won,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,8,WON,WON,ชนะแล้ว,TRANSLATED
dlg_432de4ffbd7190a0,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,9,gEasyChatWord_IfIWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_IfIWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,9,IF I WIN,IF I WIN,ถ้าฉันชนะ,TRANSLATED
dlg_6d1462c6332797cf,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,10,gEasyChatWord_WhenIWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_WhenIWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,10,WHEN I WIN,WHEN I WIN,เมื่อฉันชนะ,TRANSLATED
dlg_03f0ba535d5add26,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,11,gEasyChatWord_CantWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_CantWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,11,CAN'T WIN,CAN'T WIN,ชนะไม่ได้,TRANSLATED
dlg_b1821cbda00d8944,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,12,gEasyChatWord_CanWin,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_CanWin,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,12,CAN WIN,CAN WIN,ชนะได้,TRANSLATED
dlg_f4d4ce4e7da45cba,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,13,gEasyChatWord_NoMatch,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_NoMatch,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,13,NO MATCH,NO MATCH,สู้ไม่ได้,TRANSLATED
dlg_28c96e5cbf82112d,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,14,gEasyChatWord_Spirit,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Spirit,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,14,SPIRIT,SPIRIT,ใจสู้,TRANSLATED
dlg_aabf523bda697abc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,15,gEasyChatWord_Decided,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Decided,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,15,DECIDED,DECIDED,ตัดสินแล้ว,TRANSLATED
dlg_5f94cc86f1b67734,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,16,gEasyChatWord_TrumpCard,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_TrumpCard,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,16,TRUMP CARD,TRUMP CARD,ไพ่ตาย,TRANSLATED
dlg_ba98ecf9125f81e3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,17,gEasyChatWord_TakeThat,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_TakeThat,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,17,TAKE THAT,TAKE THAT,รับไปซะ,TRANSLATED
dlg_0fcc17dc0cb50653,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,18,gEasyChatWord_ComeOn,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_ComeOn,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,18,COME ON,COME ON,เข้ามา,TRANSLATED
dlg_6c8bef8e77111659,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,19,gEasyChatWord_Attack,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Attack,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,19,ATTACK,ATTACK,โจมตี,TRANSLATED
dlg_0042d7ab69b0b267,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,20,gEasyChatWord_Surrender,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Surrender,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,20,SURRENDER,SURRENDER,ยอมแพ้,TRANSLATED
dlg_308a52311540bba1,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,21,gEasyChatWord_Gutsy,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Gutsy,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,21,GUTSY,GUTSY,ใจกล้า,TRANSLATED
dlg_807a8e76f0e2873a,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,22,gEasyChatWord_Talent,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Talent,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,22,TALENT,TALENT,ฝีมือ,TRANSLATED
dlg_c2de30c76ce32d30,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,23,gEasyChatWord_Strategy,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Strategy,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,23,STRATEGY,STRATEGY,กลยุทธ์,TRANSLATED
dlg_a905723241d0d7cc,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,24,gEasyChatWord_Smite,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Smite,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,24,SMITE,SMITE,พิชิต,TRANSLATED
dlg_2302d8e28f677f46,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,25,gEasyChatWord_Match,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Match,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,25,MATCH,MATCH,ประลอง,TRANSLATED
dlg_f0d41e082cb8bc99,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/easy_chat/easy_chat_group_battle.h,26,gEasyChatWord_Victory,DEFER_TO_DEDICATED_GROUP,Group 9 Easy Chat,,,src/data/easy_chat/easy_chat_group_battle.h::gEasyChatWord_Victory,B,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/easy_chat/easy_chat_group_battle.h,26,VICTORY,VICTORY,ชัยชนะ,TRANSLATED
