duplicate_group,english_raw,occurrence_count,source_labels,source_files
dup_00552,Oh?\nYou seem to have no room for this.\pPlease make room in your BAG and\nlet me know.$,2,SlateportCity_BattleTentLobby_Text_NoRoomInBagMakeRoom | LilycoveCity_DepartmentStore_1F_Text_NoRoomForThis,data/text/battle_tent.inc | data/text/lottery_corner.inc
dup_00553,Oh?\nYour BAG seems to be full.\pI urge you to clear space and\nreturn for your prize.$,2,BattleFrontier_BattleArenaLobby_Text_BagFullReturnForPrize | FallarborTown_BattleTentLobby_Text_BagFullReturnForPrize,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc | data/text/battle_tent.inc
dup_00554,Oh…\nYou've left me feeling the blues…$,5,MauvilleCity_PokemonCenter_1F_Text_TraderFeelingTheBlues | MauvilleCity_PokemonCenter_1F_Text_StorytellerFeelingTheBlues | MauvilleCity_PokemonCenter_1F_Text_GiddyFeelingTheBlues | MauvilleCity_PokemonCenter_1F_Text_BardFeelingTheBlues1 | MauvilleCity_PokemonCenter_1F_Text_BardFeelingTheBlues2,data/scripts/mauville_man.inc | data/scripts/mauville_man.inc | data/scripts/mauville_man.inc | data/scripts/mauville_man.inc | data/scripts/mauville_man.inc
dup_00555,"Okay, I will hold your POKéMON for\nsafekeeping while you compete.$",2,BattleFrontier_BattleFactoryLobby_Text_WillHoldMonsForSafekeeping | SlateportCity_BattleTentLobby_Text_HoldMonsForSafekeeping,data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/text/battle_tent.inc
dup_00556,"Okay, I'll take your POKéMON\nfor a few seconds.$",2,gText_IllTakeYourPkmn | gText_IllTakeYourPkmn2,data/text/pkmn_center_nurse.inc | data/text/pkmn_center_nurse.inc
dup_00557,Old man: {STR_VAR_1} {STR_VAR_2}\nwas what {STR_VAR_3} from LITTLEROOT\ltaught me as being trendy…$,2,TrendWatcher_Text_MaleTaughtMePhrase | TrendWatcher_Text_FemaleTaughtMePhrase,data/text/tv.inc | data/text/tv.inc
dup_00558,"Old man: {STR_VAR_3}!\nPlease, tell me something bigger than\lthat {STR_VAR_1} {STR_VAR_2}!$",2,TrendWatcher_Text_MaleTellMeBigger | TrendWatcher_Text_FemaleTellMeBigger,data/text/tv.inc | data/text/tv.inc
dup_00559,"On CYCLING ROAD, you can go all out\nand cycle as fast as you'd like.\pIt feels great to go that fast, but try\nnot to crash into anyone!$",2,Route110_SeasideCyclingRoadNorthEntrance_Text_GoAllOutOnCyclingRoad | Route110_SeasideCyclingRoadSouthEntrance_Text_GoAllOutOnCyclingRoad,data/maps/Route110_SeasideCyclingRoadNorthEntrance/scripts.inc | data/maps/Route110_SeasideCyclingRoadSouthEntrance/scripts.inc
dup_00560,One {STR_VAR_1}-using {STR_VAR_2}$,2,BattleFrontier_BattleTowerMultiPartnerRoom_Text_SchoolKidFMon1 | BattleFrontier_BattleTowerMultiPartnerRoom_Text_SwimmerFMon1,data/maps/BattleFrontier_BattleTowerMultiPartnerRoom/scripts.inc | data/maps/BattleFrontier_BattleTowerMultiPartnerRoom/scripts.inc
dup_00561,One {STR_VAR_2} with {STR_VAR_1} and$,2,BattleFrontier_BattleTowerMultiPartnerRoom_Text_PsychicFMon1 | BattleFrontier_BattleTowerMultiPartnerRoom_Text_SwimmingTriathleteFMon1,data/maps/BattleFrontier_BattleTowerMultiPartnerRoom/scripts.inc | data/maps/BattleFrontier_BattleTowerMultiPartnerRoom/scripts.inc
dup_00562,Oops!$,2,SootopolisCity_Gym_B1F_Text_BethanyDefeat | Route131_Text_KevinDefeat,data/maps/SootopolisCity_Gym_B1F/scripts.inc | data/text/trainers.inc
dup_00563,"Ouch, ouch, ouch!$",2,Route109_Text_AliceDefeated | Route115_Text_KoichiDefeat,data/text/trainers.inc | data/text/trainers.inc
dup_00564,PABLO,6,inline_412 | trainerName | trainerName | trainerName | trainerName | trainerName,src/data/battle_frontier/apprentice.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00565,PAIGE,2,trainerName | trainerName,src/data/battle_frontier/battle_frontier_trainers.h | src/data/contest_opponents.h
dup_00566,PARENT,2,gEasyChatWord_Parent | categoryName,src/data/easy_chat/easy_chat_group_people.h | src/data/pokemon/pokedex_entries.h
dup_00567,PEDRO,2,inline_372 | trainerName,src/data/battle_frontier/apprentice.h | src/data/battle_frontier/battle_frontier_trainers.h
dup_00568,PETALBURG WOODS,2,sMapName_PETALBURG_WOODS | LandmarkName_PetalburgWoods,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00569,PHOEBE,2,trainerName | gText_Phoebe,src/data/trainers.h | src/strings.c
dup_00570,PICKUP,2,gEasyChatWord_Pickup | inline_135,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00571,PIDGEOTTO,2,nickname | inline_19,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00572,PIG MONKEY,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00573,PIKACHU,2,nickname | inline_27,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00574,PINCER,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00575,PINECO,2,nickname | inline_206,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00576,PINSIR,3,nickname | nickname | inline_129,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00577,PLACE,2,gEasyChatWord_Place | gPCText_Place,src/data/easy_chat/easy_chat_group_people.h | src/strings.c
dup_00578,PLUS,2,gEasyChatWord_Plus | inline_139,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00579,PLUSLE,3,nickname | nickname | inline_355,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00580,POISON,2,inline_456 | gEasyChatWord_Poison,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h
dup_00581,POISON GAS,3,categoryName | categoryName | inline_142,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00582,POISON MOTH,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00583,POISON PIN,4,categoryName | categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00584,POISON POINT,2,gEasyChatWord_PoisonPoint | inline_120,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00585,POKé BALLS,3,gText_PokeBallsPocket | gText_Poke_Balls | gText_PokeBalls,src/strings.c | src/strings.c | src/strings.c
dup_00586,POKéDEX,4,gEasyChatWord_Pokedex | gText_Pokedex | gText_MenuOptionPokedex | gText_TrainerCardPokedex,src/data/easy_chat/easy_chat_group_trainer.h | src/strings.c | src/strings.c | src/strings.c
dup_00587,POKéMON,6,gEasyChatWord_Pokemon | gText_Pokemon | gText_Pokemon4 | gText_MenuOptionPokemon | gText_Pokemon2 | gEasyChatGroupName_Pokemon,src/data/easy_chat/easy_chat_group_trainer.h | src/strings.c | src/strings.c | src/strings.c | src/strings.c | src/strings.c
dup_00588,POKéMON JUMP,2,sText_PokemonJump | gText_PokemonJump,src/data/union_room.h | src/strings.c
dup_00589,POKéMON LEAGUE,3,sMapName_POK__MON_LEAGUE | gGiftRibbonDescriptionPart1_PokemonLeague | gText_PokemonLeague,src/data/region_map/region_map_entries.h | src/data/text/gift_ribbon_descriptions.h | src/strings.c
dup_00590,POKéMON TRADES,2,sText_PokemonTrades | gText_PokemonTrades,src/data/union_room.h | src/strings.c
dup_00591,POKéNAV,2,gEasyChatWord_Pokenav | gText_MenuOptionPokenav,src/data/easy_chat/easy_chat_group_trainer.h | src/strings.c
dup_00592,POLITOED,2,nickname | inline_188,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00593,POLIWAG,2,nickname | inline_62,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00594,POOCHYENA$,3,gTrickHouse_Mechadoll_Poochyena | gTrickHouse_Mechadoll_Poochyena2 | gTrickHouse_Mechadoll_Poochyena3,data/text/trick_house_mechadolls.inc | data/text/trick_house_mechadolls.inc | data/text/trick_house_mechadolls.inc
dup_00595,PORYGON2,2,nickname | inline_235,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00596,PRESSURE,2,gEasyChatWord_Pressure | inline_128,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00597,PRETTY CHAIR,2,name | gText_PrettyChair,src/data/decoration/header.h | src/strings.c
dup_00598,PRETTY DESK,2,name | gText_PrettyDesk,src/data/decoration/header.h | src/strings.c
dup_00599,PSI,3,categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00600,PSYCHIC,3,gEasyChatWord_Psychic | inline_97 | inline_31,src/data/easy_chat/easy_chat_group_status.h | src/data/text/move_names.h | src/data/text/trainer_class_names.h
dup_00601,PSYDUCK,2,nickname | inline_56,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00602,PURE POWER,2,gEasyChatWord_PurePower | inline_156,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00603,Participation RIBBON,2,gGiftRibbonDescriptionPart2_Participation | gGiftRibbonDescriptionPart2_Participation2,src/data/text/gift_ribbon_descriptions.h | src/data/text/gift_ribbon_descriptions.h
dup_00604,Please board the ferry and wait for\ndeparture.$,3,BattleFrontier_OutsideWest_Text_PleaseBoardFerry | LilycoveCity_Harbor_Text_PleaseBoard | SlateportCity_Harbor_Text_PleaseBoardFerry,data/maps/BattleFrontier_OutsideWest/scripts.inc | data/maps/LilycoveCity_Harbor/scripts.inc | data/maps/SlateportCity_Harbor/scripts.inc
dup_00605,Please decide which of you will\nbecome the GROUP LEADER.\pThe other players must then choose\n“JOIN GROUP.”$,2,LilycoveCity_ContestLobby_Text_PleaseDecideLinkLeader | CableClub_Text_ChooseGroupLeader,data/scripts/contest_hall.inc | data/text/cable_club.inc
dup_00606,Please do visit again.$,3,CableClub_Text_PleaseVisitAgain | LilycoveCity_DepartmentStore_1F_Text_PleaseVisitAgain | LilycoveCity_DepartmentStore_1F_Text_PleaseVisitAgain2,data/text/cable_club.inc | data/text/lottery_corner.inc | data/text/lottery_corner.inc
dup_00607,Please ride with us another time.$,2,MtChimney_CableCarStation_Text_RideAnotherTime | Route112_CableCarStation_Text_RideAnotherTime,data/maps/MtChimney_CableCarStation/scripts.inc | data/maps/Route112_CableCarStation/scripts.inc
dup_00608,Please sail with us another time!$,3,BattleFrontier_OutsideWest_Text_SailWithUsAnotherTime | LilycoveCity_Harbor_Text_SailAnotherTime | SlateportCity_Harbor_Text_SailAnotherTime,data/maps/BattleFrontier_OutsideWest/scripts.inc | data/maps/LilycoveCity_Harbor/scripts.inc | data/maps/SlateportCity_Harbor/scripts.inc
dup_00609,Please step this way.$,4,BattleFrontier_BattleFactoryLobby_Text_StepThisWay | MtChimney_CableCarStation_Text_StepThisWay | Route112_CableCarStation_Text_StepThisWay | SlateportCity_BattleTentLobby_Text_StepThisWay,data/maps/BattleFrontier_BattleFactoryLobby/scripts.inc | data/maps/MtChimney_CableCarStation/scripts.inc | data/maps/Route112_CableCarStation/scripts.inc | data/text/battle_tent.inc
dup_00610,Please wait.\n… … B Button: Cancel$,2,LilycoveCity_ContestLobby_Text_PleaseWaitBButtonCancel | gText_PleaseWaitForLink,data/scripts/contest_hall.inc | data/text/cable_club.inc
dup_00611,Prevents ability reduction.,2,sClearBodyDescription | sWhiteSmokeDescription,src/data/text/abilities.h | src/data/text/abilities.h
dup_00612,Prevents sleep.,2,sInsomniaDescription | sVitalSpiritDescription,src/data/text/abilities.h | src/data/text/abilities.h
dup_00613,QUILAVA,2,nickname | inline_158,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00614,Quit editing?,2,gText_QuitEditing | gText_QuitEditing2,src/strings.c | src/strings.c
dup_00615,RAIKOU,2,nickname | inline_245,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00616,RAIN DISH,2,gEasyChatWord_RainDish | inline_126,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00617,RAPIDASH,2,nickname | inline_80,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00618,RATICATE,2,nickname | inline_22,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00619,RAUL,2,trainerName | trainerName,src/data/battle_frontier/battle_frontier_trainers.h | src/data/contest_opponents.h
dup_00620,RAYMOND,2,trainerName | trainerName,src/data/battle_frontier/battle_frontier_trainers.h | src/data/contest_opponents.h
dup_00621,RECORD,3,gText_Record3 | gText_Record2 | gText_Record,src/strings.c | src/strings.c | src/strings.c
dup_00622,RECORD CORNER,2,sText_RecordCorner | gText_RecordCorner,src/data/union_room.h | src/strings.c
dup_00623,RED,3,gEasyChatWord_Red | trainerName | gText_Red,src/data/easy_chat/easy_chat_group_trainer.h | src/data/trainers.h | src/strings.c
dup_00624,RED FLUTE,3,name | gText_RedFlute2 | gText_RedFlute,src/data/items.h | src/strings.c | src/strings.c
dup_00625,RED SHARD,2,name | gText_RedShard,src/data/items.h | src/strings.c
dup_00626,RED TENT,2,name | gText_RedTent,src/data/decoration/header.h | src/strings.c
dup_00627,REGISTER,2,gMenuText_Register | gText_Register2,src/strings.c | src/strings.c
dup_00628,RELEASE,2,gEasyChatWord_Release | gPCText_Release,src/data/easy_chat/easy_chat_group_actions.h | src/strings.c
dup_00629,RELICANTH,2,nickname | inline_383,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00630,REST,2,inline_159 | gText_Rest,src/data/text/move_names.h | src/strings.c
dup_00631,RHYDON,2,nickname | inline_114,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00632,RHYHORN,2,nickname | inline_113,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00633,RIBBON awarded for,2,gGiftRibbonDescriptionPart1_ClearingAllChallenges | gRibbonDescriptionPart1_Effort,src/data/text/gift_ribbon_descriptions.h | src/data/text/ribbon_descriptions.h
dup_00634,RICKY,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00635,ROBERT,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00636,ROBERTO,2,trainerName | gText_Roberto,src/data/battle_frontier/battle_frontier_trainers.h | src/strings.c
dup_00637,ROCK,4,inline_458 | gEasyChatWord_Rock | categoryName | categoryName,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00638,ROCK HEAD,3,gEasyChatWord_RockHead | categoryName | inline_151,src/data/easy_chat/easy_chat_group_status.h | src/data/pokemon/pokedex_entries.h | src/data/text/abilities.h
dup_00639,RONALD,2,trainerName | trainerName,src/data/battle_frontier/battle_tent.h | src/data/trainers.h
dup_00640,ROOT FOSSIL,2,name | gText_RootFossil,src/data/items.h | src/strings.c
dup_00641,ROSA,2,inline_364 | trainerName,src/data/battle_frontier/apprentice.h | src/data/contest_opponents.h
dup_00642,ROSE,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00643,ROSELIA,2,nickname | inline_365,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00644,ROUGH SKIN,2,gEasyChatWord_RoughSkin | inline_106,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00645,ROUTE 10,2,sMapName_ROUTE_10_Clone | sMapName_ROUTE_10,src/data/region_map/region_map_entries.h | src/data/region_map/region_map_entries.h
dup_00646,ROUTE 4,2,sMapName_ROUTE_4_Clone | sMapName_ROUTE_4,src/data/region_map/region_map_entries.h | src/data/region_map/region_map_entries.h
dup_00647,ROXANNE,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00648,"ROY: Did you want to battle us?\nBring two POKéMON, then.$",2,Route124_Text_RoyNotEnoughMons | Route124_Text_RoyRematchNotEnoughMons,data/text/trainers.inc | data/text/trainers.inc
dup_00649,RUBEN,2,trainerName | trainerName,src/data/battle_frontier/battle_frontier_trainers.h | src/data/trainers.h
dup_00650,RUBY,3,gEasyChatWord_Ruby | name | gText_ExpandedPlaceholder_Ruby,src/data/easy_chat/easy_chat_group_trainer.h | src/data/items.h | src/strings.c
dup_00651,RUN AWAY,2,gEasyChatWord_RunAway | inline_132,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00652,RUSTURF TUNNEL,2,sMapName_RUSTURF_TUNNEL | LandmarkName_RusturfTunnel,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00653,RUSTURF TUNNEL\n“Linking RUSTBORO and VERDANTURF\p“The tunnel project has been\ncanceled.”$,2,Route116_Text_RusturfTunnelSign | VerdanturfTown_Text_RusturfTunnelSign,data/maps/Route116/scripts.inc | data/maps/VerdanturfTown/scripts.inc
dup_00654,Raises ATTACK.,2,sHugePowerDescription | sPurePowerDescription,src/data/text/abilities.h | src/data/text/abilities.h
dup_00655,Registered PROF. BIRCH\nin the POKéNAV.$,2,Route110_Text_RegisteredBirchInPokenav | MatchCall_Text_RegisteredBirch,data/maps/Route110/scripts.inc | data/text/match_call.inc
dup_00656,SABLEYE,2,nickname | inline_324,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00657,SAFARI ZONE,2,sMapName_SAFARI_ZONE | sMapName_SAFARI_ZONE_Clone,src/data/region_map/region_map_entries.h | src/data/region_map/region_map_entries.h
dup_00658,SALAMENCE,2,nickname | inline_399,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00659,SAND STREAM,2,gEasyChatWord_SandStream | inline_127,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00660,SAND VEIL,2,gEasyChatWord_SandVeil | inline_90,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00661,SANDSTORM,2,inline_204 | gText_Sandstorm,src/data/text/move_names.h | src/strings.c
dup_00662,SAPPHIRE,3,gEasyChatWord_Sapphire | name | gText_ExpandedPlaceholder_Sapphire,src/data/easy_chat/easy_chat_group_trainer.h | src/data/items.h | src/strings.c
dup_00663,SAVING…\nDON'T TURN OFF THE POWER.,3,gText_HOFDexSaving | gText_SavingDontTurnOff_Chat | gText_SavingDontTurnOff2,src/strings.c | src/strings.c | src/strings.c
dup_00664,SAWYER,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00665,SCORCHED SLAB,2,sMapName_SCORCHED_SLAB | LandmarkName_ScorchedSlab,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00666,SCREECH,2,categoryName | inline_106,src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00667,SEA LION,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00668,SEAFLOOR,2,gPCText_Seafloor | gText_Seafloor,src/strings.c | src/strings.c
dup_00669,SEAFLOOR CAVERN,2,sMapName_SEAFLOOR_CAVERN | LandmarkName_SeafloorCavern,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00670,SEALED CHAMBER,2,sMapName_SEALED_CHAMBER | LandmarkName_SealedChamber,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00671,SEALEO,2,nickname | inline_344,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00672,SEARCH,2,gEasyChatWord_Search | sText_Search,src/data/easy_chat/easy_chat_group_actions.h | src/data/union_room.h
dup_00673,SECRET BASE,3,gEasyChatWord_SecretBase | sMapName_SECRET_BASE | gText_SecretBase,src/data/easy_chat/easy_chat_group_events.h | src/data/region_map/region_map_entries.h | src/strings.c
dup_00674,SEED,4,categoryName | categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00675,SERENE GRACE,2,gEasyChatWord_SereneGrace | inline_114,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00676,SERIOUS,2,gEasyChatWord_Serious | sSeriousNatureName,src/data/easy_chat/easy_chat_group_battle.h | src/data/text/nature_names.h
dup_00677,SHADOW TAG,2,gEasyChatWord_ShadowTag | inline_105,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00678,SHED SKIN,2,gEasyChatWord_ShedSkin | inline_143,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00679,SHELBY,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00680,SHELL ARMOR,2,gEasyChatWord_ShellArmor | inline_157,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00681,SHELLFISH,3,categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00682,SHELLY,2,trainerName | trainerName,src/data/trainers.h | src/data/trainers.h
dup_00683,SHIELD DUST,2,gEasyChatWord_ShieldDust | inline_101,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00684,SHOAL CAVE,2,sMapName_SHOAL_CAVE | LandmarkName_ShoalCave,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00685,SHOW,2,gEasyChatWord_Show | gMenuText_Show,src/data/easy_chat/easy_chat_group_actions.h | src/strings.c
dup_00686,SILVER,3,gEasyChatWord_Silver | gText_Silver | gText_SilverCard,src/data/easy_chat/easy_chat_group_trainer.h | src/strings.c | src/strings.c
dup_00687,SIMPLE,2,gEasyChatWord_Simple | gPCText_Simple,src/data/easy_chat/easy_chat_group_conditions.h | src/strings.c
dup_00688,SINGLE,2,gText_Single2 | gText_Single,src/strings.c | src/strings.c
dup_00689,SINGLE BATTLE,2,sText_SingleBattle | gText_SingleBattle,src/data/union_room.h | src/strings.c
dup_00690,SKITTY,2,nickname | inline_317,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00691,SKY PILLAR,3,sMapName_SKY_PILLAR | LandmarkName_SkyPillar | gText_SkyPillar,src/data/region_map/region_map_entries.h | src/landmark.c | src/strings.c
dup_00692,SLAKING,2,nickname | inline_368,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00693,SLATEPORT CITY,2,sMapName_SLATEPORT_CITY | gText_SlateportCity,src/data/region_map/region_map_entries.h | src/strings.c
dup_00694,"SLATEPORT CITY it is, then!$",2,BattleFrontier_OutsideWest_Text_SlateportItIs | LilycoveCity_Harbor_Text_SlateportItIs,data/maps/BattleFrontier_OutsideWest/scripts.inc | data/maps/LilycoveCity_Harbor/scripts.inc
dup_00695,SLIDE,2,name | gEasyChatWord_Slide,src/data/decoration/header.h | src/data/easy_chat/easy_chat_group_actions.h
dup_00696,SLOWBRO,2,nickname | inline_82,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00697,SLOWKING,3,nickname | nickname | inline_201,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00698,SLUDGE,3,categoryName | categoryName | inline_127,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00699,SMALL DESK,2,name | name,src/data/decoration/header.h | src/data/decoration/header.h
dup_00700,SMART,3,gEasyChatWord_Smart | gText_Smart | gText_Smart2,src/data/easy_chat/easy_chat_group_status.h | src/strings.c | src/strings.c
dup_00701,SMART CONTEST,2,gRibbonDescriptionPart1_SmartContest | sText_SmartContest,src/data/text/ribbon_descriptions.h | src/data/union_room.h
dup_00702,SMEARGLE,7,nickname | nickname | nickname | nickname | nickname | nickname | inline_237,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00703,SMOOCHUM,2,nickname | inline_240,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00704,SNORLAX,2,nickname | inline_145,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00705,SNOW,2,gPCText_Snow | gText_Snow,src/strings.c | src/strings.c
dup_00706,SOLROCK,2,nickname | inline_351,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00707,SORRY,2,gEasyChatWord_Sorry | gText_Sorry,src/data/easy_chat/easy_chat_group_greetings.h | src/strings.c
dup_00708,SOUNDPROOF,2,gEasyChatWord_Soundproof | inline_125,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00709,SOUTHERN ISLAND,2,sMapName_SOUTHERN_ISLAND | gText_SouthernIsland,src/data/region_map/region_map_entries.h | src/strings.c
dup_00710,SP. ATK,3,sText_SpAtk2 | sText_SpAtk | gText_SpAtk,src/battle_message.c | src/battle_message.c | src/strings.c
dup_00711,SP. DEF,3,sText_SpDef2 | sText_SpDef | gText_SpDef,src/battle_message.c | src/battle_message.c | src/strings.c
dup_00712,SPEED,2,sText_Speed | gText_Speed,src/battle_message.c | src/strings.c
dup_00713,SPEED BOOST,2,gEasyChatWord_SpeedBoost | inline_85,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00714,SPHEAL,2,nickname | inline_343,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00715,SPIKES,2,categoryName | inline_194,src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00716,SPINDA,3,nickname | nickname | inline_310,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00717,SPIRAL,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00718,STANTLER,3,nickname | nickname | inline_236,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00719,STAR SHAPE,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00720,STARMIE,4,nickname | nickname | nickname | inline_123,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00721,START,2,gEasyChatWord_Start | gText_Start,src/data/easy_chat/easy_chat_group_time.h | src/strings.c
dup_00722,STARYU,2,nickname | inline_122,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00723,STATIC,2,gEasyChatWord_Static | inline_91,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00724,STEEL,2,inline_461 | gEasyChatWord_Steel,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h
