id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label
dlg_f125bac6fa1ac483,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1149,trainerName
dlg_52e58f1120f9b514,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1157,trainerName
dlg_59cb7bf3636ba8db,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1165,trainerName
dlg_be5027df4fa060c9,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1173,trainerName
dlg_be3dcdde392bf868,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1181,trainerName
dlg_abd1225d880fb129,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1189,trainerName
dlg_bef9e43fb45a6333,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1197,trainerName
dlg_fcc24eca18cdfcc9,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1205,trainerName
dlg_4dc0a3a8fa349326,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1213,trainerName
dlg_cce19305dffa26f1,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1221,trainerName
dlg_b517e9565bddd147,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1229,trainerName
dlg_cba4281fa687ed1c,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1237,trainerName
dlg_9b1ade3874c0b26e,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1245,trainerName
dlg_b7d1268f13eb919e,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1253,trainerName
dlg_082660e55a0cd6c3,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1261,trainerName
dlg_4e89203c3632f741,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1269,trainerName
dlg_259b56e5856e6b04,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1277,trainerName
dlg_60fb04f5249d837c,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1285,trainerName
dlg_ffdbcd7e06314611,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1293,trainerName
dlg_cc7f0df56cedbabc,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1301,trainerName
dlg_edb4bb0320d2db15,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1309,trainerName
dlg_f3f64df03b5b9d43,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1317,trainerName
dlg_793adaafa478ff95,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1325,trainerName
dlg_a368945971ca1661,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1333,trainerName
dlg_aeaeefc0e1fdd2d4,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1341,trainerName
dlg_f73853a731ff9ddb,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1349,trainerName
dlg_f4e0187ab3339869,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1357,trainerName
dlg_27866def5a643a0a,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1365,trainerName
dlg_a0bf4d8f67524ea3,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1373,trainerName
dlg_3c13ba5344a4a5be,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1381,trainerName
dlg_4bac3a37306d0c5f,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1389,trainerName
dlg_ec531c6ac2a757a8,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1397,trainerName
dlg_339afdaa9ba41f81,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1405,trainerName
dlg_7c0a86432b22a9f2,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1413,trainerName
dlg_ffa6b82f50d1866e,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1421,trainerName
dlg_4b3c843c3e7160da,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1429,trainerName
dlg_58dbdc2d0593d847,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1437,trainerName
dlg_8953a97696a98fbb,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1445,trainerName
dlg_2f8d9908777c8219,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1453,trainerName
dlg_43783daf7c6e6e67,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1461,trainerName
dlg_f1e61d3c3a27233b,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1469,trainerName
dlg_4c2bc2a4836e96ba,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1477,trainerName
dlg_7e954b9b266b6df4,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1485,trainerName
dlg_718a12be3b717e63,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1493,trainerName
dlg_f43ae2d6e67bb930,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1501,trainerName
dlg_4cc37854d245b9dc,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1509,trainerName
dlg_130abb326f8cc4f4,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1517,trainerName
dlg_89154caf89f9dddc,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1525,trainerName
dlg_91e81aa22b5a3783,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1533,trainerName
dlg_e04fbe17bc811ad5,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1541,trainerName
dlg_399d2ddd870d3403,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1549,trainerName
dlg_9dd62952a1045086,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1557,trainerName
dlg_785aa58b55edafba,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1565,trainerName
dlg_00e1446a05a7f18a,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1573,trainerName
dlg_e75cb37128b35c24,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1581,trainerName
dlg_70eb51bbbc9f5f36,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1589,trainerName
dlg_4b4435b2602692df,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1597,trainerName
dlg_b4256caf76b6cfb8,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1605,trainerName
dlg_cdfca2f0ff3851f6,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1613,trainerName
dlg_afccb96dfe8f810b,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1621,trainerName
dlg_716bd58983444130,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1629,trainerName
dlg_11f5ceec4ab0f9e1,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1637,trainerName
dlg_5b40c85db5aaccf9,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1645,trainerName
dlg_45cd319410129331,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1653,trainerName
dlg_9c5385f090175602,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1661,trainerName
dlg_7f7810edf8f03c2b,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1669,trainerName
dlg_7e5f30bb9b2351d6,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1677,trainerName
dlg_444a194d0d80bbb7,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1685,trainerName
dlg_97ad76ce96d2d34a,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1693,trainerName
dlg_bacfe4566aa8dc9f,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1701,trainerName
dlg_2311d77e7deb339e,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1709,trainerName
dlg_d28673d4c41b785f,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1717,trainerName
dlg_cb8c8e2122b50387,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1725,trainerName
dlg_c2daecd145796228,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1733,trainerName
dlg_849ce203ece602f1,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1741,trainerName
dlg_0604abae003c1b18,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1749,trainerName
dlg_1bd420f965503c3c,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1757,trainerName
dlg_2dcf976adfcb9b06,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1765,trainerName
dlg_278646d156acd89e,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1773,trainerName
dlg_dceb71a10ddea0e1,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1781,trainerName
dlg_b13eae9867177ccd,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1789,trainerName
dlg_9c1af4063feb571a,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1797,trainerName
dlg_56761720fa790003,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1805,trainerName
dlg_9ea25031dbb555a7,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1813,trainerName
dlg_073e455cd44b8d53,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1821,trainerName
dlg_afa1873a8a226efa,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1829,trainerName
dlg_b36475fc65198336,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1837,trainerName
dlg_029b38ecebec4ea9,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1845,trainerName
dlg_665b30c646cc52b1,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1853,trainerName
dlg_56d11bd9c0307064,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1861,trainerName
dlg_6b2ed30b11987969,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1869,trainerName
dlg_a40b4e4d6297c584,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1877,trainerName
dlg_c3f4850b9a0825b1,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1885,trainerName
dlg_917b034d7f7f94f3,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1893,trainerName
dlg_5f85d956bc99709d,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1901,trainerName
dlg_7baffa0eae0ecbc9,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1909,trainerName
dlg_8fd92cf6b5485c98,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1917,trainerName
dlg_83fae765ba11c0e3,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1925,trainerName
dlg_0042a2f06a05df54,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1933,trainerName
dlg_c66defbdafa35b61,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1941,trainerName
dlg_1536592ffe34244d,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1949,trainerName
dlg_8a76ee74e1543f45,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1957,trainerName
dlg_7e0d36f0560f25eb,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1965,trainerName
dlg_2607c1c76e6790b6,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1973,trainerName
dlg_ac17c81c2adef451,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1981,trainerName
dlg_eec6be7adcfc44d1,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1989,trainerName
dlg_e8a64140faedc0c0,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,1997,trainerName
dlg_32aa95a72db63c8b,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,2005,trainerName
dlg_abb8c6790375ad1d,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,2013,trainerName
dlg_a21140254edf375f,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,2021,trainerName
dlg_914a879a345bcc52,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,2029,trainerName
dlg_1387692867c7fdf5,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,2037,trainerName
dlg_485b98468dcbefc8,trainer,Trainer,Spoken Trainer Dialogue,PRESERVE_EXISTING,PENDING,Phase F Trainer Waves,Trainer name table; outside spoken-trainer translation scope.,src/data/battle_frontier/battle_frontier_trainers.h,2045,trainerName
