table,index,source_offset_hex,entry_size,source_hex,source_jp,translation_th,status,compiled_length_current_pipeline,max_width_estimate_px,glyph_pages,fits_fixed_entry_current_pipeline,compile_status,translator_note
SPECIES,211,0x002041AA,6,6A 78 AE 5E 7E FF,ハリーセン,ฮารีเซน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,212,0x002041B0,6,6A A0 5B 71 FF 00,ハッサム,ฮัสซัม,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,213,0x002041B6,6,62 9A 62 9A FF 00,ツボツボ,สึโบสึโบะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,214,0x002041BC,6,6D 77 58 7B 5D FF,ヘラクロス,เฮราครอส,LOCKED_GLOSSARY,,,,NO,PENDING_POINTER_HOOK,คำไทยยาวเกินช่องคงที่ ต้อง relocation/hook หรือเปลี่ยน renderer
SPECIES,215,0x002041C2,6,66 85 AE 77 FF 00,ニューラ,นิวรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,216,0x002041C8,6,6B 72 89 6F FF 00,ヒメグマ,ฮิเมกุมะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,217,0x002041CE,6,78 7E 89 6F FF 00,リングマ,ริงกุมะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,218,0x002041D4,6,6F 89 6F A0 89 FF,マグマッグ,แม็กแม็ก,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,219,0x002041DA,6,6F 89 56 79 8B FF,マグカルゴ,แม็กคาร์โก,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,220,0x002041E0,6,53 78 71 AE FF 00,ウリムー,อูริมู,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,221,0x002041E6,6,52 69 71 AE FF 00,イノムー,อิโนมู,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,222,0x002041EC,6,5B 66 AE 8B FF 00,サニーゴ,ซันนีโก,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,223,0x002041F2,6,63 A0 9F 53 55 FF,テッポウオ,เทปโปโอ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,224,0x002041F8,6,55 58 60 7E FF 00,オクタン,ออกตัน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,225,0x002041FE,6,94 78 96 AE 95 FF,デリバード,เดลิเบิร์ด,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,226,0x00204204,6,6F 7E 60 52 7E FF,マンタイン,แมนไทน์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,227,0x0020420A,6,54 51 AE 71 95 FF,エアームド,แอร์มูโด,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,228,0x00204210,6,94 79 97 79 FF 00,デルビル,เดลวิล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,229,0x00204216,6,6D 79 87 AE FF 00,ヘルガー,เฮลการ์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,230,0x0020421C,6,57 7E 89 95 77 FF,キングドラ,คิงดรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,231,0x00204222,6,8B 6F 90 53 FF 00,ゴマゾウ,โกมาโซ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,232,0x00204228,6,95 7E 6C 7F 7E FF,ドンファン,ดอนแฟน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,233,0x0020422E,6,9F 78 8B 7E A3 FF,ポリゴン2,โพรีกอน2,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,234,0x00204234,6,55 95 5C 5C FF 00,オドシシ,โอโดชิชิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,235,0x0020423A,6,95 AE 98 79 FF 00,ドーブル,โดเบิล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,236,0x00204240,6,96 79 57 AE FF 00,バルキー,บัลกี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,237,0x00204246,6,56 9F 54 77 AE FF,カポエラー,คาโปเอรา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,238,0x0020424C,6,71 61 85 AE 79 FF,ムチュール,มูจูรู,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,239,0x00204252,6,54 7A 57 A0 95 FF,エレキッド,เอเลคิด,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,240,0x00204258,6,98 97 80 FF 00 00,ブビィ,บูบี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,241,0x0020425E,6,70 79 60 7E 58 FF,ミルタンク,มิลแทงก์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,242,0x00204264,6,6A 9C 65 5D FF 00,ハピナス,ฮัปปินาส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,243,0x0020426A,6,77 52 5A 53 FF 00,ライコウ,ไรโค,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,244,0x00204270,6,54 7E 63 52 FF 00,エンテイ,เอนไต,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,245,0x00204276,6,5D 52 58 7E FF 00,スイクン,ซุยคุน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,246,0x0020427C,6,76 AE 88 77 5D FF,ヨーギラス,โยกิราส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,247,0x00204282,6,5B 65 88 77 5D FF,サナギラス,ซานากิราส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,248,0x00204288,6,96 7E 88 77 5D FF,バンギラス,บังกิราส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,249,0x0020428E,6,79 88 51 FF 00 00,ルギア,ลูเกีย,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,250,0x00204294,6,6E 53 55 53 FF 00,ホウオウ,โฮโอ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,251,0x0020429A,6,5E 7A 97 80 FF 00,セレビィ,เซเรบี,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,252,0x002042A0,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,253,0x002042A6,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,254,0x002042AC,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,255,0x002042B2,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,256,0x002042B8,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,257,0x002042BE,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,258,0x002042C4,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,259,0x002042CA,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,260,0x002042D0,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,261,0x002042D6,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,262,0x002042DC,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,263,0x002042E2,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,264,0x002042E8,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,265,0x002042EE,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,266,0x002042F4,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,267,0x002042FA,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,268,0x00204300,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,269,0x00204306,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,270,0x0020430C,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,271,0x00204312,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,272,0x00204318,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,273,0x0020431E,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,274,0x00204324,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,275,0x0020432A,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,276,0x00204330,6,AC FF 00 00 00 00,？,?,SYSTEM_RESERVED,,,,,,ช่อง species สำรองที่ไม่มีชื่อใน FireRed
SPECIES,277,0x00204336,6,57 73 78 FF 00 00,キモリ,คิโมริ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,278,0x0020433C,6,8D 85 9D 64 79 FF,ジュプトル,จูปโตรุ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,279,0x00204342,6,8D 85 56 52 7E FF,ジュカイン,จูไคน์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,280,0x00204348,6,51 61 84 73 FF 00,アチャモ,อาจาโม,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,281,0x0020434E,6,7C 56 5C 84 73 FF,ワカシャモ,วาคาชาโม,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,282,0x00204354,6,96 5C 84 AE 73 FF,バシャーモ,บาชาโม,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,283,0x0020435A,6,70 8E 8B 7B 53 FF,ミズゴロウ,มิซึโกโร,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,284,0x00204360,6,67 6F 58 7B AE FF,ヌマクロー,นูมาโคร,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,285,0x00204366,6,77 89 77 AE 8D FF,ラグラージ,ลากลาจ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,286,0x0020436C,6,9F 61 54 65 FF 00,ポチエナ,โพชีเอนา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,287,0x00204372,6,89 77 54 65 FF 00,グラエナ,กราเอนา,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,288,0x00204378,6,8D 89 8C 89 6F FF,ジグザグマ,จิกุซากุมะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,289,0x0020437E,6,6F A0 5D 89 6F FF,マッスグマ,มัสสึกุมะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,290,0x00204384,6,59 71 A0 5F FF 00,ケムッソ,เคมุสโซ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,291,0x0020438A,6,56 77 5B 78 5D FF,カラサリス,คาราซาริส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,292,0x00204390,6,51 8A 6A 7E 64 FF,アゲハント,อาเกฮันต์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,293,0x00204396,6,6F 75 79 95 FF 00,マユルド,มายุลด์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,294,0x0020439C,6,95 58 59 52 79 FF,ドクケイル,โดคุเคล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,295,0x002043A2,6,6A 5D 9A AE FF 00,ハスボー,ฮัสโบ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,296,0x002043A8,6,6A 5D 98 7A 7B FF,ハスブレロ,ฮัสบูเรโร,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,297,0x002043AE,6,79 7E 9B A0 9B FF,ルンパッパ,รุนปัปปะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,298,0x002043B4,6,60 68 9A AE FF 00,タネボー,ทาเนโบ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,299,0x002043BA,6,5A 69 6A 65 FF 00,コノハナ,โคโนฮานะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,300,0x002043C0,6,91 AE 63 7E 89 FF,ダーテング,ดาเทงกุ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,301,0x002043C6,6,62 61 66 7E FF 00,ツチニン,สึชินิน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,302,0x002043CC,6,63 A0 56 66 7E FF,テッカニン,เท็กคานิน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,303,0x002043D2,6,67 59 66 7E FF 00,ヌケニン,นูเคนิน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,304,0x002043D8,6,5D 96 72 FF 00 00,スバメ,ซูบาเมะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,305,0x002043DE,6,55 55 5D 96 72 FF,オオスバメ,โอโอซูบาเมะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,306,0x002043E4,6,57 69 5A 5A FF 00,キノココ,คิโนโคโค,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,307,0x002043EA,6,57 69 87 A0 5B FF,キノガッサ,คิโนกัสซะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,308,0x002043F0,6,9B A0 61 AE 79 FF,パッチール,ปัตชีล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,309,0x002043F6,6,57 84 73 72 FF 00,キャモメ,คาโมเมะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,310,0x002043FC,6,9E 78 A0 9B AE FF,ペリッパー,เพริปเปอร์,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,311,0x00204402,6,51 72 60 6F FF 00,アメタマ,อาเมะทามะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,312,0x00204408,6,51 72 73 AE 5D FF,アメモース,อาเมะมอส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,313,0x0020440E,6,6E 54 79 5A FF 00,ホエルコ,โฮเอลโกะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,314,0x00204414,6,6E 54 79 55 AE FF,ホエルオー,โฮเอลโอ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,315,0x0020441A,6,54 68 5A FF 00 00,エネコ,เอเนโกะ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,316,0x00204420,6,54 68 5A 7B 7B FF,エネコロロ,เอเนโคโรโร,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,317,0x00204426,6,56 58 7A 55 7E FF,カクレオン,คาคุเรออน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,318,0x0020442C,6,74 8D 7B 7E FF 00,ヤジロン,ยาจิรอน,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,319,0x00204432,6,68 7E 95 AE 79 FF,ネンドール,เน็นดอล,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,320,0x00204438,6,69 8E 9B 5D FF 00,ノズパス,โนซพาส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,321,0x0020443E,6,5A AE 60 5D FF 00,コータス,โคทัส,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,322,0x00204444,6,74 70 77 70 FF 00,ヤミラミ,ยามิรามิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
SPECIES,323,0x0020444A,6,95 8D 86 A0 61 FF,ドジョッチ,โดโจจจิ,TRANSLATED_DRAFT,,,,NO,PENDING_POINTER_HOOK,ร่างถอดเสียงจากชื่อภาษาญี่ปุ่น รอตรวจคำสะกดรอบสุดท้าย
